INSTNM,CITY,STABBR,CreditBaseline,YearlyEstimatedSavings,ANNUAL AVG,estimatedReturnRate
Sunstate Academy,Clearwater,FL,0.3,15012.34,5680.0,0.134
Fortis College-Smyrna,Smyrna,GA,0.3,13294.38,5030.0,0.119
Ross College-Davenport,Davenport,IA,0.3,12290.03,4650.0,0.11
Pivot Point Academy,Bloomingdale,IL,0.4,11867.15,4490.0,0.124
Blalock's Professional Beauty College,Shreveport,LA,0.4,13400.1,5070.0,0.14
Diesel Driving Academy-Baton Rouge,Baton Rouge,LA,0.3,13585.11,5140.0,0.121
New England Hair Academy,Malden,MA,0.3,12025.73,4550.0,0.107
Rob Roy Academy-Worcester,Worcester,MA,0.3,12025.73,4550.0,0.107
Upper Cape Cod Regional Technical School,Bourne,MA,0.4,12131.45,4590.0,0.126
All-State Career-Baltimore,Baltimore,MD,0.3,12475.04,4720.0,0.111
Adler Graduate School,Minnetonka,MN,0.3,11787.86,4460.0,0.105
Academy of Hair Design-Jackson,Jackson,MS,0.3,13452.96,5090.0,0.12
KC's School of Hair Design,Pontotoc,MS,0.3,13320.81,5040.0,0.119
Lincoln Technical Institute-Moorestown,Moorestown,NJ,0.3,12554.33,4750.0,0.112
MCVSD,Freehold,NJ,0.3,12395.75,4690.0,0.111
National Tractor Trailer School Inc-Buffalo,Buffalo,NY,0.4,10942.09,4140.0,0.114
Yeshiva Gedolah Imrei Yosef D'spinka,Brooklyn,NY,0.3,12448.61,4710.0,0.111
Knox County Career Center,Mount Vernon,OH,0.4,11629.28,4400.0,0.121
Madison Adult Career Center,Mansfield,OH,0.4,11549.98,4370.0,0.12
Remington College-Cleveland Campus,Cleveland,OH,0.3,11338.54,4290.0,0.101
Toledo Academy of Beauty Culture-East,OREGON,OH,0.4,11576.42,4380.0,0.121
Brown & Clermont Adult Career Campuses,Bethel,OH,0.3,12184.31,4610.0,0.109
Chisholm Trail Technology Center,Omega,OK,0.3,14563.02,5510.0,0.13
Gordon Cooper Technology Center,Shawnee,OK,0.4,14034.42,5310.0,0.146
Kiamichi Technology Center-McAlester,McAlester,OK,0.4,13347.24,5050.0,0.139
YTI Career Institute-Altoona,Altoona,PA,0.3,11602.85,4390.0,0.104
Eastern Center for Arts and Technology,Willow Grove,PA,0.3,12422.18,4700.0,0.111
Empire Beauty School-Center City Philadelphia,Philadelphia,PA,0.3,12475.04,4720.0,0.111
Academy of Hair Technology,Greenville,SC,0.3,13822.98,5230.0,0.123
Mr Wayne's School of Unisex Hair Design,Cookeville,TN,0.4,12712.91,4810.0,0.132
Queen City College,Clarksville,TN,0.3,12739.34,4820.0,0.114
Remington College-Fort Worth Campus,Fort Worth,TX,0.4,14219.43,5380.0,0.148
UCAS University of Cosmetology Arts & Sciences,San Antonio,TX,0.4,13822.98,5230.0,0.144
School of Automotive Machinists & Technology,Houston,TX,0.4,13135.8,4970.0,0.137
Nuvani Institute,San Antonio,TX,0.4,13770.12,5210.0,0.143
Nuvani Institute,Eagle Pass,TX,0.4,14483.73,5480.0,0.151
Texas College of Cosmetology-Abilene,Abilene,TX,0.3,15461.65,5850.0,0.138
Centura College-Newport News,Newport News,VA,0.3,13347.24,5050.0,0.119
Centura College-Norfolk,Norfolk,VA,0.3,13188.66,4990.0,0.118
Virginia Beach City Public Schools School of Practical Nursing,Virginia Beach,VA,0.3,13188.66,4990.0,0.118
Northwest College of Art & Design,Tacoma,WA,0.3,10572.07,4000.0,0.094
University of Washington-Bothell Campus,Bothell,WA,0.3,10149.19,3840.0,0.091
University of Washington-Tacoma Campus,Tacoma,WA,0.3,10572.07,4000.0,0.094
Huntington School of Beauty Culture,Huntington,WV,0.4,12078.59,4570.0,0.126
Valley College-Beckley,Beckley,WV,0.4,12131.45,4590.0,0.126
Valley College-Martinsburg,Martinsburg,WV,0.3,12448.61,4710.0,0.111
Bellus Academy-Poway,Poway,CA,0.4,16148.83,6110.0,0.168
Capstone College,Pasadena,CA,0.4,15884.53,6010.0,0.165
Central Coast College,Salinas,CA,0.3,14748.04,5580.0,0.132
Pacific College of Health and Science,San Diego,CA,0.4,15937.39,6030.0,0.166
Artistic Nails and Beauty Academy-Tampa,Tampa,FL,0.3,14721.61,5570.0,0.131
National Aviation Academy of Tampa Bay,Clearwater,FL,0.3,14985.91,5670.0,0.134
Madison Oneida BOCES-Practical Nursing Program,Verona,NY,0.3,11153.53,4220.0,0.1
College of Health Care Professions,Houston,TX,0.4,13215.09,5000.0,0.138
Center for Advanced Legal Studies,Houston,TX,0.4,13135.8,4970.0,0.137
Houston Training School-Main Campus,Houston,TX,0.4,13003.64,4920.0,0.135
Bay Mills Community College,Brimley,MI,0.4,10994.95,4160.0,0.115
Fond du Lac Tribal and Community College,Cloquet,MN,0.3,11787.86,4460.0,0.105
Northwest Indian College,Bellingham,WA,0.4,10466.35,3960.0,0.109
Provo College,Provo,UT,0.3,14853.76,5620.0,0.133
CET-Coachella,Coachella,CA,0.4,17972.52,6800.0,0.187
CET-Oxnard,Oxnard,CA,0.4,15303.07,5790.0,0.159
CET-Santa Maria,Santa Maria,CA,0.4,16280.99,6160.0,0.17
Colorado School of Traditional Chinese Medicine,Denver,CO,0.3,15461.65,5850.0,0.138
Michigan College of Beauty-Troy,Troy,MI,0.3,11655.71,4410.0,0.104
Ogle School Hair Skin Nails-Dallas,Dallas,TX,0.4,13902.27,5260.0,0.145
Phoenix Seminary,Scottsdale,AZ,0.3,17602.49,6660.0,0.157
Faust Institute of Cosmetology-Spirit Lake,Spirit Lake,IA,0.3,12210.74,4620.0,0.109
Cheeks Beauty Academy,Loveland,CO,0.3,14166.57,5360.0,0.126
Colorado School of Healing Arts,Lakewood,CO,0.3,14668.75,5550.0,0.131
Mt. Diablo Adult Education-Mt. Diablo USD,Concord,CA,0.4,15223.78,5760.0,0.159
Greater Lowell Technical School,Tyngsboro,MA,0.3,11972.87,4530.0,0.107
Academy of Hair Design-Pearl,Pearl,MS,0.3,13479.39,5100.0,0.12
Genesis Career College-Lebanon,Lebanon,TN,0.3,12686.48,4800.0,0.113
Southwest College for the Deaf,Big Spring,TX,0.3,16043.11,6070.0,0.143
Fortis College-Richmond,Richmond,VA,0.3,13135.8,4970.0,0.117
Midwest College of Oriental Medicine-Racine,Racine,WI,0.3,11814.29,4470.0,0.105
Hacienda La Puente Adult Education,La Puente,CA,0.4,15752.38,5960.0,0.164
La Belle Beauty Academy,Miami,FL,0.3,14298.72,5410.0,0.128
Hawaii Community College,Hilo,HI,0.3,13532.25,5120.0,0.121
Robert Fiance Beauty Schools-North Plainfield,North Plainfield,NJ,0.3,12263.6,4640.0,0.109
Long Island Beauty School-Hauppauge,Hauppauge,NY,0.3,12290.03,4650.0,0.11
Buckeye Joint Vocational School,New Philadelphia,OH,0.4,11549.98,4370.0,0.12
Sandusky Career Center,Sandusky,OH,0.4,11497.12,4350.0,0.12
Greater Altoona Career & Technology Center,Altoona,PA,0.3,11444.26,4330.0,0.102
Central Texas Beauty College-Temple,Temple,TX,0.3,13822.98,5230.0,0.123
Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,Angola,NY,0.4,10942.09,4140.0,0.114
Empire Beauty School-Brooklyn,Brooklyn,NY,0.3,12316.46,4660.0,0.11
Eastern New Mexico University Ruidoso Branch Community College,Ruidoso,NM,0.4,16254.56,6150.0,0.169
UEI College-Ontario,Ontario,CA,0.4,16175.26,6120.0,0.168
UEI College-Reseda,Reseda,CA,0.4,16228.13,6140.0,0.169
Beacon College,Leesburg,FL,0.3,14430.87,5460.0,0.129
Acupuncture and Integrative Medicine College-Berkeley,Berkeley,CA,0.4,14536.59,5500.0,0.151
Estrella Mountain Community College,Avondale,AZ,0.3,17761.08,6720.0,0.159
Heartland Community College,Normal,IL,0.3,12237.17,4630.0,0.109
University of the Potomac-Washington DC Campus,Washington,DC,0.3,12871.49,4870.0,0.115
Rabbi Jacob Joseph School,Edison,NJ,0.3,12316.46,4660.0,0.11
The Salon Professional Academy-Melbourne,Melbourne,FL,0.3,14378.01,5440.0,0.128
Albert Einstein College of Medicine,Bronx,NY,0.3,12263.6,4640.0,0.109
Fortis Institute-Scranton,Scranton,PA,0.4,11470.69,4340.0,0.119
Everglades University,Boca Raton,FL,0.3,14219.43,5380.0,0.127
Seminar L'moros Bais Yaakov,Brooklyn,NY,0.3,12448.61,4710.0,0.111
Herzing University-Orlando,Winter Park,FL,0.3,14325.15,5420.0,0.128
Cortiva Institute,Pompano Beach,FL,0.3,14245.86,5390.0,0.127
College of Biblical Studies-Houston,Houston,TX,0.4,13135.8,4970.0,0.137
Inner State Beauty School,Lyndhurst,OH,0.3,10757.08,4070.0,0.096
Mid-EastCTC-Adult Education,Zanesville,OH,0.4,11735.0,4440.0,0.122
Polaris Career Center,Middleburg Heights,OH,0.3,11417.83,4320.0,0.102
P&A Scholars Beauty School,Detroit,MI,0.3,11682.14,4420.0,0.104
Sharp's Academy of Hairstyling,Grand Blanc,MI,0.3,11497.12,4350.0,0.103
The College of Health Care Professions-Northwest,Houston,TX,0.4,13135.8,4970.0,0.137
"School of Professional Horticulture, New York Botanical Garden",Bronx,NY,0.3,12263.6,4640.0,0.109
Fortis College,Houston,TX,0.4,13082.93,4950.0,0.136
Alhambra Beauty College,Alhambra,CA,0.4,15910.96,6020.0,0.166
UEI College-Gardena,Gardena,CA,0.4,15752.38,5960.0,0.164
Asian-American International Beauty College,Westminster,CA,0.4,15858.1,6000.0,0.165
Copper Mountain Community College,Joshua Tree,CA,0.4,18289.68,6920.0,0.191
Diversified Vocational College,Los Angeles,CA,0.4,16016.68,6060.0,0.167
UEI College-Fresno,Fresno,CA,0.3,15620.23,5910.0,0.139
Santiago Canyon College,Orange,CA,0.4,15752.38,5960.0,0.164
Southern California Institute of Technology,Anaheim,CA,0.4,15805.24,5980.0,0.165
Soka University of America,Aliso Viejo,CA,0.4,15408.79,5830.0,0.161
Summit College,San Bernardino,CA,0.4,16598.15,6280.0,0.173
Advance Beauty College,Garden Grove,CA,0.4,15858.1,6000.0,0.165
Los Angeles Pacific College,Los Angeles,CA,0.4,16016.68,6060.0,0.167
World Mission University,Los Angeles,CA,0.4,16016.68,6060.0,0.167
Yo San University of Traditional Chinese Medicine,Los Angeles,CA,0.4,15197.35,5750.0,0.158
John Amico School of Hair Design,Oak Forest,IL,0.4,11920.01,4510.0,0.124
Delta College Inc,Covington,LA,0.4,13637.97,5160.0,0.142
Tri-State Cosmetology Institute,El Paso,TX,0.4,17761.08,6720.0,0.185
Frontier Community College,Fairfield,IL,0.4,12686.48,4800.0,0.132
Lincoln Trail College,Robinson,IL,0.4,12210.74,4620.0,0.127
Wabash Valley College,Mount Carmel,IL,0.4,12342.89,4670.0,0.129
Brookline College-Tempe,Tempe,AZ,0.3,17628.92,6670.0,0.157
Schiller International University,Tampa,FL,0.3,14721.61,5570.0,0.131
Coconino Community College,Flagstaff,AZ,0.4,16730.3,6330.0,0.174
University System of Maryland-Research Centers,Baltimore,MD,0.3,12818.63,4850.0,0.114
Brillare Beauty Institute,Cleveland,TN,0.3,13056.5,4940.0,0.117
Pima Medical Institute-Denver,Denver,CO,0.3,14615.88,5530.0,0.13
ASA College,Brooklyn,NY,0.3,12448.61,4710.0,0.111
Ohio State School of Cosmetology-Heath,Heath,OH,0.3,11708.57,4430.0,0.105
Yeshivas Novominsk,Brooklyn,NY,0.3,12448.61,4710.0,0.111
Southern Careers Institute-Corpus Christi,Corpus Christi,TX,0.4,13981.56,5290.0,0.146
Rabbinical College of Ohr Shimon Yisroel,Brooklyn,NY,0.3,12184.31,4610.0,0.109
Carroll Community College,Westminster,MD,0.3,12527.9,4740.0,0.112
Galen College of Nursing-Tampa Bay,Saint Petersburg,FL,0.3,15012.34,5680.0,0.134
Galen College of Nursing-San Antonio,San Antonio,TX,0.4,13690.83,5180.0,0.143
Sarasota School of Massage Therapy,Sarasota,FL,0.3,14853.76,5620.0,0.133
Schuyler Steuben Chemung Tioga Allegany BOCES,Elmira,NY,0.4,11470.69,4340.0,0.119
Delaware Chenango Madison Otsego BOCES-Practical Nursing Program,Norwich,NY,0.3,11047.81,4180.0,0.099
Central Susquehanna Intermediate Unit LPN Career,Milton,PA,0.4,11629.28,4400.0,0.121
Myotherapy Massage College,Millcreek City,UT,0.3,14615.88,5530.0,0.13
City College-Gainesville,Gainesville,FL,0.3,14087.28,5330.0,0.126
G Skin & Beauty Institute,Oakbrook,IL,0.4,11893.58,4500.0,0.124
Cosmetology Training Center,Lafayette,LA,0.3,13558.68,5130.0,0.121
Stage One-The Hair School,Lake Charles,LA,0.3,13400.1,5070.0,0.12
Empire Beauty School-Malden,Malden,MA,0.3,12025.73,4550.0,0.107
Xenon International Academy-Omaha,Omaha,NE,0.3,13056.5,4940.0,0.117
Capri Institute of Hair Design-Brick,Brick,NJ,0.3,12633.62,4780.0,0.113
Capri Institute of Hair Design-Kenilworth,Kenilworth,NJ,0.3,12316.46,4660.0,0.11
Capri Institute of Hair Design-Paramus,Paramus,NJ,0.3,12210.74,4620.0,0.109
Orlo School of Hair Design and Cosmetology,Albany,NY,0.3,11920.01,4510.0,0.106
Eastland-Fairfield Career and Technical Schools,Groveport,OH,0.3,11814.29,4470.0,0.105
Empire Beauty School-Cincinnati,Cincinnati,OH,0.3,12316.46,4660.0,0.11
Mahoning County Career and Technical Center,Canfield,OH,0.4,11444.26,4330.0,0.119
Pickaway Ross Joint Vocational School District,Chillicothe,OH,0.4,12025.73,4550.0,0.125
Pioneer Career and Technology Center,Shelby,OH,0.4,11444.26,4330.0,0.119
Raphael's School of Beauty Culture Inc-Boardman,Boardman,OH,0.4,11364.97,4300.0,0.118
Scioto County Career Technical Center,Lucasville,OH,0.4,12078.59,4570.0,0.126
Trumbull Career & Technical Center,Warren,OH,0.4,11391.4,4310.0,0.119
Pacific Bible College,Medford,OR,0.4,13822.98,5230.0,0.144
Lake Erie College of Osteopathic Medicine,Erie,PA,0.4,10598.5,4010.0,0.11
UCAS University of Cosmetology Arts & Sciences-Harlingen,Harlingen,TX,0.3,13796.55,5220.0,0.123
Highlights Beauty Schools,Federal Way,WA,0.3,10492.78,3970.0,0.094
Empire Beauty School-Green Bay,Ashwaubenon,WI,0.4,11708.57,4430.0,0.122
Warren County Career Center,Lebanon,OH,0.3,12131.45,4590.0,0.108
Paul Mitchell the School-Wichita,Wichita,KS,0.3,14060.85,5320.0,0.126
Pinnacle Institute of Cosmetology,Mooresville,NC,0.3,13637.97,5160.0,0.122
Southern Careers Institute-Pharr,Pharr,TX,0.4,14219.43,5380.0,0.148
Laurel Technical Institute,MEADVILLE,PA,0.4,11179.96,4230.0,0.116
Florida National University-Main Campus,Hialeah,FL,0.3,13743.69,5200.0,0.123
Georgia Institute of Cosmetology,Athens,GA,0.3,13637.97,5160.0,0.122
Nouvelle Institute,Miami,FL,0.3,14695.18,5560.0,0.131
Franklin Technology Center Adult Education,Joplin,MO,0.3,13241.52,5010.0,0.118
Erikson Institute,Chicago,IL,0.4,11893.58,4500.0,0.124
South Texas College,McAllen,TX,0.4,14219.43,5380.0,0.148
Tennessee Board of Regents,Nashville,TN,0.3,12660.05,4790.0,0.113
Pike County Joint Vocational School District,Piketon,OH,0.4,12131.45,4590.0,0.126
Lorain County Joint Vocational School District,Oberlin,OH,0.3,11417.83,4320.0,0.102
Roger Williams University School of Law,Bristol,RI,0.3,12025.73,4550.0,0.107
California State University-Monterey Bay,Seaside,CA,0.3,14800.9,5600.0,0.132
Ohio Media School-Valley View,Valley View,OH,0.3,11364.97,4300.0,0.101
EINE Inc,Tewksbury,MA,0.3,11999.3,4540.0,0.107
Marian Health Careers Center-Los Angeles Campus,Los Angeles,CA,0.4,16016.68,6060.0,0.167
Cleveland Clinic Health System-School of Diagnostic Imaging,Euclid,OH,0.3,10836.37,4100.0,0.097
Academy for Nursing and Health Occupations,West Palm Beach,FL,0.3,14060.85,5320.0,0.126
Shawsheen Valley School of Practical Nursing,Billerica,MA,0.3,11999.3,4540.0,0.107
Shear Ego International School of Hair Design,Rochester,NY,0.3,11232.82,4250.0,0.1
Remington College-Memphis Campus,Memphis,TN,0.3,13030.07,4930.0,0.116
Fayette Institute of Technology,Oak Hill,WV,0.4,12105.02,4580.0,0.126
Capella University,Minneapolis,MN,0.3,12052.16,4560.0,0.108
College of Menominee Nation,Keshena,WI,0.3,11655.71,4410.0,0.104
Leech Lake Tribal College,Cass Lake,MN,0.3,11761.43,4450.0,0.105
Spartan College of Aeronautics & Technology,Inglewood,CA,0.4,15831.67,5990.0,0.165
Stone Academy-Waterbury,Waterbury,CT,0.4,12184.31,4610.0,0.127
Yukon Beauty College Inc,Yukon,OK,0.3,14351.58,5430.0,0.128
United Education Institute-Morrow,Morrow,GA,0.3,13532.25,5120.0,0.121
Toni & Guy Hairdressing Academy-Atlanta,Marietta,GA,0.3,13294.38,5030.0,0.119
Mitchells Academy,Raleigh,NC,0.3,13585.11,5140.0,0.121
Artistic Academy of Hair Design,Morris Plains,NJ,0.3,12263.6,4640.0,0.109
Motoring Technical Training Institute,Seekonk,MA,0.3,12052.16,4560.0,0.108
Baldwin Beauty School-North Austin,Austin,TX,0.3,13690.83,5180.0,0.122
Jean Madeline Aveda Institute,Philadelphia,PA,0.3,12475.04,4720.0,0.111
Pacific College of Health and Science,New York,NY,0.3,12210.74,4620.0,0.109
Tricoci University of Beauty Culture-Indianapolis,Indianapolis,IN,0.3,12105.02,4580.0,0.108
Trine University-Regional/Non-Traditional Campuses,Angola,IN,0.3,11470.69,4340.0,0.102
Pennsylvania Highlands Community College,Johnstown,PA,0.4,11391.4,4310.0,0.119
Nevada Career Institute,Las Vegas,NV,0.4,17813.94,6740.0,0.186
Phillips Theological Seminary,Tulsa,OK,0.3,13690.83,5180.0,0.122
Empire Beauty School-Hanover,Hanover,PA,0.3,12263.6,4640.0,0.109
Industrial Management Training Institute,Waterbury,CT,0.4,12157.88,4600.0,0.127
Allen School-Jamaica,Jamaica,NY,0.3,12184.31,4610.0,0.109
Premiere Career College,Irwindale,CA,0.4,15752.38,5960.0,0.164
The University of Texas MD Anderson Cancer Center,Houston,TX,0.4,13109.37,4960.0,0.137
Paul Mitchell the School-Huntsville,Madison,AL,0.3,13082.93,4950.0,0.117
Estes Institute of Cosmetology Arts and Science,Visalia,CA,0.4,15725.95,5950.0,0.164
Baldwin Park Adult & Community Education,Baldwin Park,CA,0.4,15752.38,5960.0,0.164
Ventura Adult and Continuing Education,Ventura,CA,0.4,15223.78,5760.0,0.159
CT Aerotech,Hartford,CT,0.3,11972.87,4530.0,0.107
Stratford School for Aviation Maintenance Technicians,Stratford,CT,0.4,11999.3,4540.0,0.125
City College-Altamonte Springs,Altamonte Springs,FL,0.3,14272.29,5400.0,0.127
Career Center of Southern Illinois,Red Bud,IL,0.4,12897.92,4880.0,0.134
Crave Beauty Academy,Wichita,KS,0.3,14087.28,5330.0,0.126
Hastings Beauty School,Hastings,MN,0.3,11787.86,4460.0,0.105
Kirksville Area Technical Center,Kirksville,MO,0.3,12765.77,4830.0,0.114
South Central Career Center,West Plains,MO,0.3,13109.37,4960.0,0.117
Saline County Career Center,Marshall,MO,0.4,12924.35,4890.0,0.135
Warrensburg Area Career Center,Warrensburg,MO,0.3,13003.64,4920.0,0.116
Cass Career Center,Harrisonville,MO,0.3,13109.37,4960.0,0.117
Applied Technology Services,Sunset Hills,MO,0.3,12950.78,4900.0,0.116
Central College of Cosmetology,Saint Robert,MO,0.3,13003.64,4920.0,0.116
Southeast Missouri Hospital College of Nursing and Health Sciences,Cape Girardeau,MO,0.3,12845.06,4860.0,0.115
Messenger College,Bedford,TX,0.4,14166.57,5360.0,0.148
Union County Vocational Technical School,Scotch Plains,NJ,0.3,12316.46,4660.0,0.11
Prism Career Institute-Philadelphia,Philadelphia,PA,0.3,12475.04,4720.0,0.111
Clinton Essex Warren Washington BOCES,Plattsburgh,NY,0.3,11735.0,4440.0,0.105
Jefferson Lewis BOCES-Practical Nursing Program,Watertown,NY,0.3,11285.68,4270.0,0.101
Veeb Nassau County School of Practical Nursing,Hicksville,NY,0.3,12290.03,4650.0,0.11
Cattaraugus Allegany BOCES-Practical Nursing Program,Olean,NY,0.4,11206.39,4240.0,0.117
Orange Ulster BOCES-Practical Nursing Program,Newburgh,NY,0.3,12105.02,4580.0,0.108
Wayne Finger Lakes BOCES-Practical Nursing Program,Newark,NY,0.3,11523.55,4360.0,0.103
Broome Delaware Tioga BOCES-Practical Nursing Program,Binghamton,NY,0.4,11417.83,4320.0,0.119
Washington Saratoga Warren Hamilton Essex BOCES-Practical Nursing Program,Hudson Falls,NY,0.3,11364.97,4300.0,0.101
Albany BOCES-Adult Practical Nursing Program,Albany,NY,0.3,11893.58,4500.0,0.106
Ulster BOCES-School of Practical Nursing,Port Ewen,NY,0.3,12078.59,4570.0,0.108
Eastern Suffolk BOCES,Brentwood,NY,0.3,12527.9,4740.0,0.112
Rockland County BOCES-Practical Nursing Program,West Nyack,NY,0.3,12157.88,4600.0,0.109
New York College of Health Professions,Syosset,NY,0.3,12131.45,4590.0,0.108
Charles Stuart School of Diamond Setting,Brooklyn,NY,0.3,12448.61,4710.0,0.111
Penta County Joint Vocational School,Perrysburg,OH,0.4,11497.12,4350.0,0.12
Career and Technology Education Centers of Licking County,Newark,OH,0.3,11708.57,4430.0,0.105
Northern Career Institute,Eastlake,OH,0.4,10862.8,4110.0,0.113
Washington County Career Center-Adult Technical Training,Marietta,OH,0.4,11893.58,4500.0,0.124
Ohio Media School-Cincinnati,Norwood,OH,0.3,12237.17,4630.0,0.109
Vantage Career Center,Van Wert,OH,0.3,11602.85,4390.0,0.104
Indian Capital Technology Center-Muskogee,Muskogee,OK,0.3,13505.82,5110.0,0.121
Western Technology Center,Burns Flat,OK,0.3,15091.63,5710.0,0.135
Mid-America Technology Center,Wayne,OK,0.3,14193.0,5370.0,0.127
Eastern Oklahoma County Technology Center,Choctaw,OK,0.3,14113.71,5340.0,0.126
Wes Watkins Technology Center,Wetumka,OK,0.4,13717.26,5190.0,0.143
York County School of Technology-Adult & Continuing Education,York,PA,0.3,12263.6,4640.0,0.109
Chester County Intermediate Unit,Downingtown,PA,0.3,12395.75,4690.0,0.111
Jefferson County Dubois Area Vocational Technical Practical Nursing Program,Reynoldsville,PA,0.4,11232.82,4250.0,0.117
Greater Johnstown Career and Technology Center,Johnstown,PA,0.4,11391.4,4310.0,0.119
Mifflin County Academy of Science and Technology,Lewistown,PA,0.4,11655.71,4410.0,0.121
Lenape Technical School Practical Nursing Program,Ford City,PA,0.4,11364.97,4300.0,0.118
Venango County Area Vocational Technical School,Oil City,PA,0.4,11206.39,4240.0,0.117
Lancaster County Career and Technology Center,Willow Street,PA,0.3,12369.32,4680.0,0.11
